Td 	 Time	ELECTRICITY	GASOLINE	DIESEL	BIOETHANOL	BIODIESEL	LFO	GAS	GAS_RE	WOOD	WET_BIOMASS	IMPORTED_COAL	LOCAL_COAL	URANIUM	WASTE	H2	H2_RE	AMMONIA	METHANOL	AMMONIA_RE	METHANOL_RE	ELEC_EXPORT	H2_EXPORT	GAS_RE_EXPORT	AMMONIA_EXPORT	METHANOL_EXPORT	CO2_EMISSIONS	RES_WIND	RES_SOLAR	RES_HYDRO	RES_GEO	CO2_ATM	CO2_INDUSTRY	CO2_CAPTURED	PT_HEAT	ST_HEAT	NUCLEAR	CCGT	CCGT_AMMONIA	IMPORTED_COAL_CENTRAL	LOCAL_COAL_CENTRAL	BIOMASS_TO_POWER	PV_ROOFTOP	PV_UTILITY	PT_POWER_BLOCK	ST_POWER_BLOCK	WIND_ONSHORE	WIND_OFFSHORE	HYDRO_DAM	HYDRO_RIVER	TIDAL	WAVE	GEOTHERMAL	IND_COGEN_GAS	IND_COGEN_WOOD	IND_COGEN_WASTE	IND_BOILER_GAS	IND_BOILER_WOOD	IND_BOILER_OIL	IND_BOILER_COAL	IND_BOILER_WASTE	IND_DIRECT_ELEC	DHN_HP_ELEC	DHN_COGEN_GAS	DHN_COGEN_WOOD	DHN_COGEN_WASTE	DHN_COGEN_WET_BIOMASS	DHN_COGEN_BIO_HYDROLYSIS	DHN_BOILER_GAS	DHN_BOILER_WOOD	DHN_BOILER_OIL	DHN_DEEP_GEO	DHN_SOLAR	DEC_HP_ELEC	DEC_THHP_GAS	DEC_COGEN_GAS	DEC_COGEN_OIL	DEC_ADVCOGEN_GAS	DEC_ADVCOGEN_H2	DEC_BOILER_GAS	DEC_BOILER_WOOD	COAL_STOVE	DEC_BOILER_OIL	DEC_SOLAR	DEC_DIRECT_ELEC	DEC_THHP_GAS_COLD	DEC_ELEC_COLD	IND_ELEC_COLD	TRAMWAY_TROLLEY	BUS_COACH_DIESEL	BUS_COACH_GASOLINE	BUS_COACH_HYDIESEL	BUS_COACH_CNG_STOICH	BUS_COACH_FC_HYBRIDH2	TRAIN_PUB	MOTORCYCLE	CAR_GASOLINE	CAR_DIESEL	CAR_NG	CAR_METHANOL	CAR_HEV	CAR_PHEV	MOTORCYCLE_ELECTRIC	CAR_BEV	CAR_FUEL_CELL	TRAIN_FREIGHT	BOAT_FREIGHT_DIESEL	BOAT_FREIGHT_NG	BOAT_FREIGHT_METHANOL	TRUCK_DIESEL	TRUCK_GASOLINE	TRUCK_METHANOL	TRUCK_FUEL_CELL	TRUCK_ELEC	TRUCK_NG	HABER_BOSCH	OIL_TO_HVC	GAS_TO_HVC	BIOMASS_TO_HVC	METHANOL_TO_HVC	SYN_METHANOLATION	METHANE_TO_METHANOL	BIOMASS_TO_METHANOL	EFFICIENCY	DHN	GRID	HVAC_LINE	PT_COLLECTOR	ST_COLLECTOR	H2_ELECTROLYSIS	SMR	H2_BIOMASS	GASIFICATION_SNG	SYN_METHANATION	BIOMETHANATION	BIO_HYDROLYSIS	PYROLYSIS_TO_LFO	PYROLYSIS_TO_FUELS	ATM_CCS	INDUSTRY_CCS	AMMONIA_TO_H2	DAM_STORAGE_Pin	DAM_STORAGE_Pout	PHS_Pin	PHS_Pout	BATT_LI_Pin	BATT_LI_Pout	BEV_BATT_Pin	BEV_BATT_Pout	PHEV_BATT_Pin	PHEV_BATT_Pout	TS_DEC_DIRECT_ELEC_Pin	TS_DEC_DIRECT_ELEC_Pout	TS_DEC_HP_ELEC_Pin	TS_DEC_HP_ELEC_Pout	TS_DEC_THHP_GAS_Pin	TS_DEC_THHP_GAS_Pout	TS_DEC_COGEN_GAS_Pin	TS_DEC_COGEN_GAS_Pout	TS_DEC_COGEN_OIL_Pin	TS_DEC_COGEN_OIL_Pout	TS_DEC_ADVCOGEN_GAS_Pin	TS_DEC_ADVCOGEN_GAS_Pout	TS_DEC_ADVCOGEN_H2_Pin	TS_DEC_ADVCOGEN_H2_Pout	TS_DEC_BOILER_GAS_Pin	TS_DEC_BOILER_GAS_Pout	TS_DEC_BOILER_WOOD_Pin	TS_DEC_BOILER_WOOD_Pout	TS_COAL_STOVE_Pin	TS_COAL_STOVE_Pout	TS_DEC_BOILER_OIL_Pin	TS_DEC_BOILER_OIL_Pout	TS_DHN_DAILY_Pin	TS_DHN_DAILY_Pout	TS_DHN_SEASONAL_Pin	TS_DHN_SEASONAL_Pout	TS_HIGH_TEMP_Pin	TS_HIGH_TEMP_Pout	GAS_STORAGE_Pin	GAS_STORAGE_Pout	H2_STORAGE_Pin	H2_STORAGE_Pout	DIESEL_STORAGE_Pin	DIESEL_STORAGE_Pout	GASOLINE_STORAGE_Pin	GASOLINE_STORAGE_Pout	LFO_STORAGE_Pin	LFO_STORAGE_Pout	AMMONIA_STORAGE_Pin	AMMONIA_STORAGE_Pout	METHANOL_STORAGE_Pin	METHANOL_STORAGE_Pout	CO2_STORAGE_Pin	CO2_STORAGE_Pout	PT_STORAGE_Pin	PT_STORAGE_Pout	ST_STORAGE_Pin	ST_STORAGE_Pout	TS_COLD_Pin	TS_COLD_Pout	CAES_Pin	CAES_Pout	END_USE	
 9 	 19																																																																																								1.702254	0.000001	0.000000	0.000000	46.933581	0.000000	0.000000																																																																																																													-48.635837	
 9 	 20																																																																																								1.276502	0.000001	0.000000	0.000000	35.194993	0.000000	0.000000																																																																																																													-36.471496	
 9 	 21																																																																																								0.850519	0.000001	0.000000	0.000000	23.450012	0.000000	0.000000																																																																																																													-24.300531	
 9 	 22																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 9 	 23																																																																																								0.340497	0.000000	0.000000	0.000000	9.387995	0.000000	0.000000																																																																																																													-9.728492	
 9 	 24																																																																																								0.136199	0.000000	0.000000	0.000000	3.755198	0.000000	0.000000																																																																																																													-3.891397	
 10 	 1																																																																																								0.085052	0.000000	0.000000	0.000000	2.345001	0.000000	0.000000																																																																																																													-2.430053	
 10 	 2																																																																																								0.034050	0.000000	0.000000	0.000000	0.938799	0.000000	0.000000																																																																																																													-0.972849	
 10 	 3																																																																																								0.016952	0.000000	0.000000	0.000000	0.467402	0.000000	0.000000																																																																																																													-0.484355	
 10 	 4																																																																																								0.204298	0.000000	0.000000	0.000000	5.632797	0.000000	0.000000																																																																																																													-5.837095	
 10 	 5																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 10 	 6																																																																																								1.361989	0.000001	0.000000	0.000000	37.551979	0.000000	0.000000																																																																																																													-38.913968	
 10 	 7																																																																																								2.638491	0.000002	0.000000	0.000000	72.746971	0.000000	0.000000																																																																																																													-75.385464	
 10 	 8																																																																																								2.298037	0.000001	0.000000	0.000000	63.360175	0.000000	0.000000																																																																																																													-65.658214	
 10 	 9																																																																																								2.127818	0.000001	0.000000	0.000000	58.666977	0.000000	0.000000																																																																																																													-60.794796	
 10 	 10																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 10 	 11																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 10 	 12																																																																																								2.995970	0.000002	0.000000	0.000000	82.603167	0.000000	0.000000																																																																																																													-85.599139	
 10 	 13																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 10 	 14																																																																																								2.757651	0.000002	0.000000	0.000000	76.032370	0.000000	0.000000																																																																																																													-78.790022	
 10 	 15																																																																																								3.098105	0.000002	0.000000	0.000000	85.419166	0.000000	0.000000																																																																																																													-88.517273	
 10 	 16																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 10 	 17																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 10 	 18																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 10 	 19																																																																																								1.702254	0.000001	0.000000	0.000000	46.933581	0.000000	0.000000																																																																																																													-48.635837	
 10 	 20																																																																																								1.276502	0.000001	0.000000	0.000000	35.194993	0.000000	0.000000																																																																																																													-36.471496	
 10 	 21																																																																																								0.850519	0.000001	0.000000	0.000000	23.450012	0.000000	0.000000																																																																																																													-24.300531	
 10 	 22																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 10 	 23																																																																																								0.340497	0.000000	0.000000	0.000000	9.387995	0.000000	0.000000																																																																																																													-9.728492	
 10 	 24																																																																																								0.136199	0.000000	0.000000	0.000000	3.755198	0.000000	0.000000																																																																																																													-3.891397	
 11 	 1																																																																																								0.085052	0.000000	0.000000	0.000000	2.345001	0.000000	0.000000																																																																																																													-2.430053	
 11 	 2																																																																																								0.034050	0.000000	0.000000	0.000000	0.938799	0.000000	0.000000																																																																																																													-0.972849	
 11 	 3																																																																																								0.016952	0.000000	0.000000	0.000000	0.467402	0.000000	0.000000																																																																																																													-0.484355	
 11 	 4																																																																																								0.204298	0.000000	0.000000	0.000000	5.632797	0.000000	0.000000																																																																																																													-5.837095	
 11 	 5																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 11 	 6																																																																																								1.361989	0.000001	0.000000	0.000000	37.551979	0.000000	0.000000																																																																																																													-38.913968	
 11 	 7																																																																																								2.638491	0.000002	0.000000	0.000000	72.746971	0.000000	0.000000																																																																																																													-75.385464	
 11 	 8																																																																																								2.298037	0.000001	0.000000	0.000000	63.360175	0.000000	0.000000																																																																																																													-65.658214	
 11 	 9																																																																																								2.127818	0.000001	0.000000	0.000000	58.666977	0.000000	0.000000																																																																																																													-60.794796	
 11 	 10																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 11 	 11																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 11 	 12																																																																																								2.995970	0.000002	0.000000	0.000000	82.603167	0.000000	0.000000																																																																																																													-85.599139	
 11 	 13																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 11 	 14																																																																																								2.757651	0.000002	0.000000	0.000000	76.032370	0.000000	0.000000																																																																																																													-78.790022	
 11 	 15																																																																																								3.098105	0.000002	0.000000	0.000000	85.419166	0.000000	0.000000																																																																																																													-88.517273	
 11 	 16																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 11 	 17																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 11 	 18																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 11 	 19																																																																																								1.702254	0.000001	0.000000	0.000000	46.933581	0.000000	0.000000																																																																																																													-48.635837	
 11 	 20																																																																																								1.276502	0.000001	0.000000	0.000000	35.194993	0.000000	0.000000																																																																																																													-36.471496	
 11 	 21																																																																																								0.850519	0.000001	0.000000	0.000000	23.450012	0.000000	0.000000																																																																																																													-24.300531	
 11 	 22																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 11 	 23																																																																																								0.340497	0.000000	0.000000	0.000000	9.387995	0.000000	0.000000																																																																																																													-9.728492	
 11 	 24																																																																																								0.136199	0.000000	0.000000	0.000000	3.755198	0.000000	0.000000																																																																																																													-3.891397	
 12 	 1																																																																																								0.085052	0.000000	0.000000	0.000000	2.345001	0.000000	0.000000																																																																																																													-2.430053	
 12 	 2																																																																																								0.034050	0.000000	0.000000	0.000000	0.938799	0.000000	0.000000																																																																																																													-0.972849	
 12 	 3																																																																																								0.016952	0.000000	0.000000	0.000000	0.467402	0.000000	0.000000																																																																																																													-0.484355	
 12 	 4																																																																																								0.204298	0.000000	0.000000	0.000000	5.632797	0.000000	0.000000																																																																																																													-5.837095	
 12 	 5																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 12 	 6																																																																																								1.361989	0.000001	0.000000	0.000000	37.551979	0.000000	0.000000																																																																																																													-38.913968	
 12 	 7																																																																																								2.638491	0.000002	0.000000	0.000000	72.746971	0.000000	0.000000																																																																																																													-75.385464	
 12 	 8																																																																																								2.298037	0.000001	0.000000	0.000000	63.360175	0.000000	0.000000																																																																																																													-65.658214	
 12 	 9																																																																																								2.127818	0.000001	0.000000	0.000000	58.666977	0.000000	0.000000																																																																																																													-60.794796	
 12 	 10																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 12 	 11																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 12 	 12																																																																																								2.995970	0.000002	0.000000	0.000000	82.603167	0.000000	0.000000																																																																																																													-85.599139	
 12 	 13																																																																																								2.723601	0.000002	0.000000	0.000000	75.093570	0.000000	0.000000																																																																																																													-77.817173	
 12 	 14																																																																																								2.757651	0.000002	0.000000	0.000000	76.032370	0.000000	0.000000																																																																																																													-78.790022	
 12 	 15																																																																																								3.098105	0.000002	0.000000	0.000000	85.419166	0.000000	0.000000																																																																																																													-88.517273	
 12 	 16																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 12 	 17																																																																																								3.234289	0.000002	0.000000	0.000000	89.173964	0.000000	0.000000																																																																																																													-92.408255	
 12 	 18																																																																																								2.383162	0.000001	0.000000	0.000000	65.707174	0.000000	0.000000																																																																																																													-68.090337	
 12 	 19																																																																																								1.702254	0.000001	0.000000	0.000000	46.933581	0.000000	0.000000																																																																																																													-48.635837	
 12 	 20																																																																																								1.276502	0.000001	0.000000	0.000000	35.194993	0.000000	0.000000																																																																																																													-36.471496	
 12 	 21																																																																																								0.850519	0.000001	0.000000	0.000000	23.450012	0.000000	0.000000																																																																																																													-24.300531	
 12 	 22																																																																																								0.544796	0.000000	0.000000	0.000000	15.020791	0.000000	0.000000																																																																																																													-15.565587	
 12 	 23																																																																																								0.340497	0.000000	0.000000	0.000000	9.387995	0.000000	0.000000																																																																																																													-9.728492	
 12 	 24																																																																																								0.136199	0.000000	0.000000	0.000000	3.755198	0.000000	0.000000																																																																																																													-3.891397	
